tkfc	NM_001076630	chr7	+	19738678	19760223	19738739	19759320	16	19738678,19739237,19742219,19742590,19742829,19745538,19745656,19745817,19746114,19748718,19750156,19752701,19752912,19753689,19758997,19759167,	19738745,19739427,19742512,19742669,19742919,19745573,19745741,19745907,19746231,19748835,19750294,19752808,19753016,19753723,19759090,19760223,
mus81	NM_213518	chr7	+	19850924	19880263	19851490	19880140	17	19850924,19851463,19851724,19854872,19855008,19855500,19857657,19857847,19860810,19861100,19862315,19864259,19864456,19874134,19876624,19876980,19880073,	19850967,19851628,19851856,19854937,19855125,19855581,19857743,19858000,19860987,19861228,19862428,19864379,19864552,19874266,19876728,19877064,19880263,
ovol1a	NM_001114744	chr7	+	19835568	19848026	19843506	19846921	4	19835568,19843417,19843871,19846592,	19836128,19843656,19844163,19848026,
si:ch211-285j22.3	NR_120357	chr7	+	19904137	19907964	19907964	19907964	2	19904137,19907587,	19904227,19907964,
prox3	NM_001171587	chr7	-	19930566	19940473	19931836	19939254	5	19930566,19935196,19935764,19937772,19940199,	19932025,19935397,19935872,19939288,19940473,
zgc:114045	NM_001030238	chr7	+	20109968	20142079	20110335	20141656	8	20109968,20111049,20117932,20118203,20121385,20124848,20125301,20141613,	20110502,20111143,20118048,20118351,20121463,20124924,20125320,20142079,
acap1	NM_001080579	chr7	-	20058856	20103332	20059484	20102823	24	20058856,20066393,20066560,20069731,20069921,20070195,20072805,20073098,20076000,20078393,20079926,20080297,20080617,20083181,20083681,20087302,20087477,20088277,20089639,20089845,20090602,20092632,20102770,20103192,	20059579,20066449,20066671,20069841,20070094,20070243,20072999,20073193,20076070,20078593,20080038,20080398,20080669,20083294,20083756,20087398,20087522,20088461,20089698,20089899,20090722,20092690,20103044,20103332,
dvl2	NM_212648	chr7	+	20260448	20293449	20260527	20293184	15	20260448,20272147,20276396,20278471,20278676,20280929,20283626,20283831,20284278,20285806,20287903,20288099,20288334,20290538,20292651,	20260688,20272213,20276546,20278581,20278806,20281017,20283696,20283971,20284355,20285874,20288026,20288231,20288511,20290757,20293449,
zgc:194312	NM_001128789	chr7	-	20337054	20338048	20337102	20338017	1	20337054,	20338048,
ponzr1	NM_001327748	chr7	+	20344633	20369865	20352768	20369570	4	20344633,20352748,20359674,20369435,	20344723,20352865,20359820,20369865,
cnpy4	NM_001039513	chr7	-	20459670	20464098	20460140	20463998	6	20459670,20460823,20461684,20461931,20463625,20463913,	20460244,20460941,20461807,20462028,20463752,20464098,
zgc:158423	NM_001080083	chr7	+	20535865	20542536	20536308	20542342	9	20535865,20536276,20536547,20537039,20539008,20539249,20540037,20541803,20541994,	20535891,20536460,20536735,20537213,20539097,20539377,20540338,20541866,20542536,
slc3a2a	NM_131601	chr7	+	20524067	20530447	20524375	20529905	9	20524067,20524350,20524642,20525278,20525935,20527366,20529024,20529417,20529566,	20524117,20524566,20524830,20525452,20526024,20527497,20529334,20529453,20530447,
zgc:103586	NM_001007389	chr7	+	20518235	20521605	20518353	20520009	5	20518235,20518718,20518952,20519699,20519895,	20518360,20518829,20519064,20519757,20521605,
sat2a	NM_001008598	chr7	+	20645181	20651733	20645253	20651389	6	20645181,20649661,20649833,20650848,20651047,20651215,	20645316,20649713,20649917,20650950,20651088,20651733,
tnfsf12	NM_001076607	chr7	+	20657016	20665336	20657345	20664282	6	20657016,20661677,20663198,20663342,20663458,20664027,	20657519,20661759,20663246,20663366,20663586,20665336,
cyb5d1	NM_001017684	chr7	-	20771751	20778572	20772189	20778484	4	20771751,20775007,20778176,20778363,	20772417,20775226,20778253,20778572,
dnajc3b	NM_131630	chr7	-	20780075	20797040	20781965	20796935	12	20780075,20784190,20784463,20784695,20785670,20787155,20787525,20789909,20790615,20790777,20792747,20796838,	20782111,20784339,20784596,20784816,20785776,20787275,20787707,20790053,20790690,20790902,20792858,20797040,
cldn15a	NM_200404	chr7	-	20830761	20836787	20831157	20836625	5	20830761,20831362,20834306,20834585,20836408,	20831254,20831470,20834388,20834750,20836787,
fis1	NM_001310843	chr7	-	20859436	20865005	20859917	20864963	5	20859436,20861144,20864072,20864251,20864918,	20860018,20861250,20864149,20864384,20865005,
wrap53	NM_001256028	chr7	+	20917965	20939108	20919930	20938921	11	20917965,20919895,20923220,20924048,20924235,20926144,20933068,20934918,20935484,20935670,20938701,	20918172,20920168,20923389,20924144,20924344,20926233,20933292,20935130,20935588,20935814,20939108,
serpinh2	NM_001017564	chr7	+	21273141	21309854	21275160	21309848	5	21273141,21275153,21289541,21291431,21309542,	21273256,21275773,21289634,21291664,21309854,
tmem88b	NM_001077144	chr7	+	21787487	21806449	21787687	21806034	3	21787487,21794014,21805752,	21787723,21794404,21806449,
si:dkey-85k7.7	NR_125779	chr7	+	21859355	21874345	21874345	21874345	3	21859355,21870310,21872175,	21859509,21870406,21874345,
mettl3	NM_212780	chr7	-	21876547	21887071	21876654	21886969	11	21876547,21876841,21877056,21878443,21878665,21879605,21881800,21884099,21884357,21885664,21886866,	21876766,21876954,21877122,21878552,21878704,21879793,21882014,21884275,21884804,21885852,21887071,
pop7	NM_001006004	chr7	+	21887353	21888520	21887808	21888255	2	21887353,21887788,	21887427,21888520,
tm4sf5	NM_001002372	chr7	+	21841042	21848204	21841126	21847247	5	21841042,21844271,21844681,21846354,21847229,	21841297,21844352,21844827,21846544,21848204,
ufsp1	NM_001089530	chr7	+	21917856	21918875	21917935	21918682	1	21917856,	21918875,
epoa	NM_001038009	chr7	-	21891251	21905851	21891711	21905551	5	21891251,21897116,21897365,21899510,21905535,	21891864,21897281,21897452,21899641,21905851,
epoa	NM_001115128	chr7	-	21891251	21905993	21891711	21905970	5	21891251,21897116,21897365,21899510,21905945,	21891864,21897281,21897452,21899641,21905993,
epoa	NM_001115127	chr7	-	21891251	21918393	21891711	21899621	6	21891251,21897116,21897365,21899510,21916880,21918293,	21891864,21897281,21897452,21899641,21917007,21918393,
tmem102	NM_001327862	chr7	+	22313532	22325140	22314270	22322764	3	22313532,22314260,22321397,	22313648,22314472,22325140,
tmem256	NM_001017620	chr7	+	22293983	22309032	22294038	22308675	4	22293983,22294281,22295579,22308531,	22294120,22294319,22295660,22309032,
ponzr5	NM_001328053	chr7	+	22657636	22663986	22659334	22663835	4	22657636,22659316,22663470,22663712,	22657755,22659428,22663625,22663986,
chrnb1l	NM_001246320	chr7	+	22586799	22607255	22586799	22607255	11	22586799,22589521,22590025,22591406,22592064,22593066,22594854,22595325,22595635,22606758,22607114,	22586842,22589655,22590070,22591516,22592173,22593214,22595040,22595549,22595814,22606900,22607255,
cldn7a	NM_001002340	chr7	+	22616265	22626853	22616461	22626136	4	22616265,22620352,22624781,22625970,	22616684,22620517,22624866,22626853,
ponzr3	NM_001327984	chr7	+	22675463	22677211	22675645	22676824	4	22675463,22675632,22675855,22676701,	22675533,22675748,22676010,22677211,
ponzr6	NM_001327905	chr7	+	22767662	22773134	22770449	22772869	4	22767662,22770434,22770822,22772686,	22767724,22770561,22770983,22773134,
rbm4.2	NM_199677	chr7	+	22796728	22800767	22796904	22799860	4	22796728,22799117,22800061,22800511,	22797316,22799877,22800487,22800767,
ponzr4	NM_001327980	chr7	+	22680551	22684292	22680846	22683620	4	22680551,22680822,22682589,22683497,	22680591,22680949,22682744,22684292,
fxr2	NM_200211	chr7	+	22718731	22761090	22718794	22759559	17	22718731,22721225,22723691,22726559,22731959,22732554,22732740,22735268,22735541,22735782,22736142,22738900,22747902,22751544,22758172,22758816,22759448,	22718845,22721278,22723785,22726631,22732108,22732648,22732857,22735439,22735620,22735940,22736229,22739120,22748082,22751748,22758271,22758908,22761090,
ugt5g1	NM_001114442	chr7	+	22691963	22696987	22694849	22696436	4	22691963,22692232,22692717,22694838,	22692101,22692290,22692788,22696987,
rbm4.3	NM_213317	chr7	+	22792131	22795639	22792919	22794028	4	22792131,22792895,22793411,22794421,	22792154,22793328,22794057,22795639,
sf1	NM_212653	chr7	+	22809935	22820815	22810049	22820116	12	22809935,22811172,22813113,22816011,22816253,22816432,22816703,22816913,22817126,22818611,22819616,22819793,	22810080,22811301,22813189,22816164,22816343,22816616,22816819,22817021,22817313,22818825,22819703,22820815,
pygmb	NM_001328031	chr7	+	22823888	22852174	22824047	22849806	21	22823888,22827116,22830387,22831913,22832100,22833485,22833709,22833895,22834550,22837949,22838326,22840400,22840958,22841151,22843102,22843244,22845613,22846822,22847330,22849656,22851581,	22824290,22827218,22830466,22832017,22832232,22833597,22833792,22834039,22834643,22838096,22838490,22840515,22841060,22841299,22843161,22843386,22845821,22846957,22847397,22849818,22852174,
ccnb3	NM_001076719	chr7	+	22981961	23004700	22982337	23004317	12	22981961,22982312,22982498,22984391,22984607,22987243,22987431,22987638,22991246,22996197,23000265,23004250,	22982075,22982412,22982579,22984489,22984716,22987342,22987524,22987776,22991402,22996347,23000396,23004700,
mir730	NR_030512	chr7	+	23362161	23362245	23362245	23362245	1	23362161,	23362245,
zgc:109889	NM_001328038	chr7	+	23495985	23540482	23515982	23539701	10	23495985,23515973,23518134,23526852,23530422,23532873,23533314,23534355,23536701,23539543,	23496211,23516115,23518269,23527006,23530540,23532957,23533493,23534640,23537078,23540482,
zgc:109889	NM_001020521	chr7	+	23496000	23533678	23515982	23533530	7	23496000,23515976,23518134,23526852,23530422,23532873,23533314,	23496211,23516115,23518269,23527006,23530540,23532957,23533678,
zgc:92429	NM_001003457	chr7	-	23727767	23745946	23728209	23745775	11	23727767,23731047,23731211,23731444,23734460,23738058,23739127,23740045,23743905,23744170,23745711,	23728530,23731110,23731331,23731547,23734531,23738111,23739234,23740200,23743962,23744220,23745946,
vbp1	NM_001020624	chr7	-	23887727	23894685	23888162	23894661	6	23887727,23889897,23892871,23893698,23894192,23894580,	23888239,23890036,23892970,23893765,23894317,23894685,
syt4	NM_199948	chr7	+	23907745	23916117	23907936	23915356	4	23907745,23909214,23912845,23915045,	23907970,23910068,23912966,23916117,
rab39bb	NM_001080023	chr7	+	23875342	23884645	23876881	23883534	3	23875342,23876869,23883107,	23875688,23877096,23884645,
zgc:162171	NM_001082848	chr7	-	23865335	23873173	23865541	23872807	3	23865335,23867400,23872614,	23865742,23867681,23873173,
cideb	NM_001256257	chr7	-	24015507	24022340	24015904	24022190	5	24015507,24016138,24019083,24019428,24022164,	24016046,24016332,24019233,24019543,24022340,
acin1b	NM_001305582	chr7	+	24069419	24096259	24069466	24095665	17	24069419,24070545,24072154,24073355,24075113,24076916,24084761,24087978,24090120,24090692,24090931,24091183,24092611,24092815,24093018,24093470,24095320,	24069604,24070611,24072266,24073420,24076643,24076972,24084897,24088024,24090248,24090848,24091112,24091329,24092719,24092923,24093379,24093568,24096259,
efs	NM_001324408	chr7	+	24049751	24068953	24051225	24066861	8	24049751,24050976,24052842,24054365,24059294,24063698,24064092,24066678,	24049958,24051237,24054246,24054488,24060218,24063773,24064344,24068953,
dhrs4	NM_200567	chr7	-	24041487	24047042	24041634	24046609	9	24041487,24041933,24042829,24043067,24043190,24043381,24043649,24046487,24046971,	24041749,24041989,24042964,24043119,24043261,24043483,24043827,24046613,24047042,
homezb	NM_001130784	chr7	+	24006900	24013174	24007364	24013115	2	24006900,24011264,	24007670,24013174,
mrpl52	NM_001327910	chr7	+	24114864	24117146	24114885	24117129	5	24114864,24115127,24116572,24116833,24116982,	24114919,24115197,24116640,24116898,24117146,
nedd8	NM_201321	chr7	+	24205030	24207788	24205178	24207549	4	24205030,24205440,24207266,24207428,	24205196,24205488,24207349,24207788,
zgc:153151	NM_001045365	chr7	-	24176602	24181746	24176750	24181074	7	24176602,24176981,24178463,24180275,24180628,24181016,24181726,	24176903,24177386,24178549,24180518,24180880,24181148,24181746,
slc7a8a	NM_001271897	chr7	-	24210085	24236282	24212352	24235586	11	24210085,24213283,24214305,24214618,24215007,24215435,24217955,24219017,24226044,24227095,24235438,	24212510,24213461,24214455,24214715,24215111,24215559,24218109,24219143,24226196,24227300,24236282,
gmpr2	NM_001040304	chr7	-	24197456	24204655	24198445	24204151	10	24197456,24200013,24200350,24201419,24201609,24201783,24202041,24202887,24204064,24204615,	24198635,24200173,24200393,24201526,24201691,24201957,24202125,24203007,24204200,24204655,
mmp14a	NM_194416	chr7	-	24124297	24149631	24125725	24149323	10	24124297,24127697,24127965,24128197,24128990,24132649,24132902,24136974,24137274,24149221,	24126057,24127813,24128116,24128336,24129133,24132811,24133210,24137097,24137423,24149631,
nat8l	NM_001083839	chr7	-	24461144	24472993	24462057	24472871	3	24461144,24470762,24472555,	24462425,24470927,24472993,
nelfa	NM_001173501	chr7	+	24494245	24505421	24494316	24504837	11	24494245,24496844,24498781,24499096,24501046,24501378,24501816,24501985,24502640,24504457,24504652,	24494526,24497016,24498943,24499186,24501174,24501448,24501905,24502097,24502951,24504557,24505421,
poln	NM_001100026	chr7	+	24391128	24453754	24398717	24453353	26	24391128,24398685,24399041,24399329,24400786,24401923,24402653,24404354,24406293,24406547,24406704,24407222,24407715,24407945,24408913,24409427,24425623,24428254,24433274,24437063,24442030,24445981,24446171,24449995,24452867,24453260,	24391181,24398832,24399123,24400108,24400902,24402427,24402817,24404464,24406442,24406616,24406765,24407287,24407799,24408038,24409024,24409493,24425681,24428332,24433386,24437146,24442162,24446092,24446247,24450063,24452929,24453754,
haus3	NM_001077171	chr7	+	24391116	24398429	24393679	24398128	5	24391116,24393632,24395050,24395610,24397912,	24391181,24394660,24395505,24395848,24398429,
btr09	NM_001130628	chr7	+	24523016	24527030	24523465	24526981	6	24523016,24524972,24525424,24525734,24526285,24526433,	24523768,24525068,24525658,24525873,24526312,24527030,
pik3c3	NR_137316	chr7	-	24593260	24621696	24621696	24621696	23	24593260,24594817,24595021,24598687,24598984,24599153,24600620,24600813,24601054,24602590,24602820,24602966,24603210,24605033,24605700,24605880,24606094,24607830,24608036,24612520,24615221,24616195,24621319,	24593469,24594943,24595112,24598772,24599049,24599223,24600749,24600945,24601171,24602696,24602888,24603045,24603353,24605219,24605793,24605985,24606166,24607926,24608123,24612650,24615365,24616384,24621696,
pik3c3	NM_001328533	chr7	-	24593254	24621696	24593454	24621384	25	24593254,24594817,24595021,24595835,24596098,24598687,24598984,24599153,24600620,24600813,24601054,24602590,24602820,24602966,24603210,24605033,24605700,24605880,24606094,24607830,24608036,24612520,24615221,24616195,24621319,	24593469,24594943,24595112,24596004,24596173,24598772,24599049,24599223,24600749,24600945,24601171,24602696,24602888,24603045,24603353,24605219,24605793,24605985,24606166,24607926,24608123,24612650,24615365,24616384,24621696,
cmtr2	NM_213433	chr7	-	24714839	24719655	24715220	24717452	2	24714839,24719572,	24717496,24719655,
calb2b	NM_200711	chr7	-	24681277	24699946	24681694	24699871	11	24681277,24684444,24684977,24688605,24688724,24688852,24689012,24691444,24696969,24697360,24699777,	24681811,24684516,24685031,24688645,24688780,24688930,24689069,24691525,24697059,24697431,24699946,
fam113	NM_001008600	chr7	-	24830575	24838402	24830678	24838169	10	24830575,24830873,24831525,24834836,24835127,24835452,24835686,24837927,24838111,24838310,	24830788,24831116,24831588,24834911,24835362,24835603,24835919,24838007,24838180,24838402,
zgc:113305	NM_001020777	chr7	+	24828908	24831653	24829740	24830403	3	24828908,24829723,24831008,	24829052,24830987,24831653,
krcp	NM_001012366	chr7	+	24881740	24888633	24881794	24887717	13	24881740,24882188,24882826,24883874,24884035,24884386,24885331,24885908,24886289,24886659,24886900,24887372,24887582,	24881856,24882347,24882899,24883934,24884303,24884518,24885519,24886105,24886381,24886714,24886998,24887467,24888633,
otub1b	NM_001002500	chr7	-	24815811	24828869	24816155	24828839	7	24815811,24819781,24822491,24822683,24822889,24828148,24828796,	24816353,24819976,24822576,24822802,24822988,24828210,24828869,
naa40	NM_001017632	chr7	+	25000114	25011597	25000427	25010763	8	25000114,25003418,25003637,25003815,25004348,25006650,25006834,25010621,	25000433,25003514,25003690,25003911,25004507,25006734,25006912,25011597,
rcor2	NM_205638	chr7	-	24979832	24994502	24980722	24990771	13	24979832,24981198,24983302,24983545,24983821,24984657,24984812,24985227,24985481,24989908,24990307,24990662,24994223,	24981088,24981413,24983360,24983623,24984061,24984724,24984937,24985389,24985534,24989989,24990364,24990785,24994502,
b3gat3	NM_001015059	chr7	+	25015272	25027236	25015497	25026862	5	25015272,25017887,25021615,25024076,25026763,	25015585,25018047,25021970,25024367,25027236,
si:dkey-23i12.5	NR_120316	chr7	+	25042080	25046777	25046777	25046777	14	25042080,25042629,25042924,25043150,25044383,25044623,25044849,25045082,25045321,25045549,25045773,25046057,25046270,25046501,	25042105,25042668,25042973,25043193,25044430,25044669,25044892,25045133,25045370,25045573,25045805,25046096,25046313,25046777,
badb	NM_001270595	chr7	-	25129519	25133850	25130221	25132580	4	25129519,25131968,25132444,25133768,	25130338,25132159,25132587,25133850,
gpha2	NM_001166684	chr7	-	25110569	25112402	25110569	25112402	3	25110569,25110930,25112299,	25110674,25111115,25112402,
badb	NM_131579	chr7	-	25129519	25133850	25130221	25132580	4	25129519,25131968,25132444,25133768,	25130335,25132159,25132587,25133850,
arl2	NM_001005947	chr7	-	25047220	25049360	25047549	25049241	5	25047220,25047767,25047938,25048848,25049176,	25047684,25047848,25048101,25048959,25049360,
zgc:101765	NM_001006056	chr7	+	25126628	25129585	25128290	25129157	2	25126628,25128223,	25126874,25129585,
cyp26b1	NM_212666	chr7	+	25324287	25348595	25324494	25347017	6	25324287,25334510,25339722,25341148,25344563,25346624,	25324698,25334735,25339998,25341304,25344845,25348595,
hmgb3a	NM_001122836	chr7	+	25913224	25918281	25915149	25917336	5	25913224,25915090,25915425,25916901,25917156,	25913287,25915299,25915562,25917076,25918281,
mtmr1a	NM_001020721	chr7	+	25858410	25876902	25858520	25876768	16	25858410,25859273,25861347,25863272,25863440,25863624,25866960,25867171,25867373,25869611,25869945,25872487,25872979,25873496,25873710,25876600,	25858648,25859379,25861413,25863351,25863535,25863732,25867062,25867255,25867523,25869800,25870131,25872694,25873072,25873610,25873887,25876902,
cd99l2	NM_001328523	chr7	-	25878552	25895354	25881890	25895033	11	25878552,25883752,25883906,25884110,25884250,25886129,25888857,25892314,25892539,25892728,25894972,	25881952,25883818,25884026,25884173,25884322,25886183,25888938,25892386,25892590,25892788,25895354,
cd99l2	NM_194369	chr7	-	25878552	25895354	25881890	25895033	10	25878552,25883752,25883906,25884110,25884250,25888857,25892314,25892539,25892728,25894972,	25881952,25883818,25884026,25884173,25884322,25888938,25892386,25892590,25892788,25895354,
mtm1	NM_001037684	chr7	+	25825665	25855958	25825732	25854237	15	25825665,25830812,25833528,25837537,25840314,25840709,25841014,25841550,25843601,25845792,25846418,25848013,25849058,25852537,25854054,	25825820,25830886,25833601,25837632,25840425,25840811,25841098,25841700,25843787,25845978,25846622,25848106,25849172,25852714,25855958,
cd99l2	NM_001328525	chr7	-	25878552	25895354	25881890	25895033	9	25878552,25883752,25883906,25884110,25884250,25888857,25892539,25892728,25894972,	25881952,25883818,25884026,25884173,25884322,25888938,25892590,25892788,25895354,
cd99l2	NM_001328524	chr7	-	25878552	25895354	25881890	25895033	11	25878552,25883752,25883906,25884110,25884250,25886132,25888857,25892314,25892539,25892728,25894972,	25881952,25883818,25884026,25884173,25884322,25886183,25888938,25892386,25892590,25892788,25895354,
mtm1	NM_001365554	chr7	+	25825606	25855958	25830823	25854237	15	25825606,25830812,25833528,25837537,25840314,25840709,25841014,25841550,25843601,25845792,25846418,25848013,25849058,25852537,25854054,	25825685,25830886,25833601,25837632,25840425,25840811,25841098,25841700,25843787,25845978,25846622,25848106,25849172,25852714,25855958,
alox12	NM_199618	chr7	+	26029732	26047946	26032865	26046639	16	26029732,26029979,26032865,26036106,26036396,26036554,26036789,26037728,26037989,26039104,26039411,26041815,26042071,26043752,26045757,26046459,	26029900,26030025,26033009,26036311,26036478,26036677,26036896,26037901,26038133,26039308,26039498,26041985,26042193,26043853,26045928,26047946,
mir15b	NR_030005	chr7	+	26070873	26071007	26071007	26071007	1	26070873,	26071007,
mir457a	NR_030141	chr7	+	26071425	26071508	26071508	26071508	1	26071425,	26071508,
rnaseka	NM_001045405	chr7	-	26048028	26049328	26048414	26049118	3	26048028,26048661,26049040,	26048559,26048744,26049328,
zgc:92664	NM_001002422	chr7	-	26073113	26076518	26073553	26076343	5	26073113,26073813,26074029,26076019,26076322,	26073618,26073918,26074250,26076114,26076518,
nat16l	NM_001123054	chr7	+	26172680	26181199	26173793	26179879	5	26172680,26173415,26173777,26177283,26179306,	26172695,26173506,26173982,26177508,26181199,
serpine1	NM_001114559	chr7	-	26265587	26270006	26266107	26269004	9	26265587,26266263,26266449,26267619,26267814,26268094,26268430,26268763,26269913,	26266130,26266347,26266536,26267720,26268013,26268289,26268655,26269013,26270006,
ap1s1	NM_001328016	chr7	-	26245060	26263206	26246147	26256852	6	26245060,26246476,26250563,26256673,26260867,26263039,	26246195,26246614,26250672,26256852,26260893,26263206,
ap1s1	NM_200309	chr7	-	26245060	26263206	26246147	26263042	5	26245060,26246476,26250563,26256741,26263039,	26246195,26246614,26250587,26256852,26263206,
ap1s1	NM_001328014	chr7	-	26245060	26263206	26246147	26263042	5	26245060,26246476,26250563,26256673,26263039,	26246195,26246614,26250672,26256852,26263206,
zgc:77439	NM_001197289	chr7	-	26299853	26308158	26300208	26306341	8	26299853,26300672,26303256,26304379,26304675,26305070,26306126,26308051,	26300568,26300987,26303381,26304432,26304818,26305209,26306380,26308158,
zgc:77439	NM_212801	chr7	-	26299853	26306720	26300208	26306341	8	26299853,26300672,26303256,26304379,26304675,26305070,26306126,26306459,	26300568,26300987,26303381,26304432,26304818,26305209,26306380,26306720,
gal3st4	NM_001326376	chr7	-	26397336	26408703	26397924	26408251	4	26397336,26402562,26405016,26408228,	26398908,26402872,26405127,26408703,
her8a	NM_199624	chr7	-	26431746	26436482	26432312	26436386	4	26431746,26434507,26434953,26436323,	26432740,26434586,26435049,26436482,
zgc:172079	NM_001113340	chr7	-	26446019	26457812	26452963	26457150	8	26446019,26446964,26449739,26452923,26453119,26454402,26456724,26456958,	26446777,26447067,26449896,26452972,26453306,26454539,26456790,26457812,
mpdu1b	NM_001002130	chr7	+	26466845	26473480	26466855	26472262	7	26466845,26468253,26468408,26468701,26469752,26469968,26472133,	26466979,26468319,26468541,26468787,26469871,26470079,26473480,
eif4a1a	NM_198366	chr7	-	26510531	26518089	26511936	26518047	11	26510531,26512150,26512653,26513600,26514026,26514919,26515150,26515637,26516073,26516630,26518024,	26512081,26512230,26512743,26513738,26514170,26515029,26515319,26515777,26516206,26516679,26518089,
sox19b	NM_131702	chr7	-	26494584	26497947	26496003	26497689	2	26494584,26497054,	26496250,26497947,
tnk1	NM_001080017	chr7	+	26545956	26564784	26550003	26564379	14	26545956,26549980,26550586,26550757,26551037,26553225,26555306,26555523,26556488,26557599,26557902,26561069,26563458,26564223,	26545999,26550163,26550657,26550940,26551181,26553500,26555433,26555670,26556583,26557809,26557967,26561542,26563554,26564784,
senp3b	NM_001083842	chr7	-	26518864	26532065	26519253	26528484	11	26518864,26521864,26522045,26522270,26523105,26525188,26525327,26526070,26526396,26527856,26531903,	26519364,26521915,26522129,26522408,26523183,26525236,26525475,26526182,26526546,26528612,26532065,
plscr3b	NM_212866	chr7	-	26582355	26603470	26582728	26601250	9	26582355,26584810,26585262,26588721,26591288,26594080,26596591,26601237,26603306,	26582788,26584975,26585424,26588942,26591331,26594151,26596801,26601307,26603470,
cd82a	NM_212661	chr7	+	26709247	26738122	26716329	26736427	9	26709247,26716320,26721832,26729442,26729849,26733120,26733592,26735521,26736349,	26709346,26716392,26721905,26729567,26729924,26733219,26733766,26735605,26738122,
hsbp1a	NM_001172634	chr7	+	26629147	26634059	26629246	26632266	4	26629147,26629851,26632144,26633798,	26629291,26629918,26632292,26634059,
phf23b	NM_199844	chr7	-	26616241	26627253	26617426	26626794	6	26616241,26620572,26625427,26625603,26626766,26627046,	26617620,26621173,26625520,26625635,26626973,26627253,
tp53i11a	NM_001013352	chr7	+	26649326	26704609	26682252	26703399	8	26649326,26654881,26682187,26692310,26692573,26695606,26701008,26703265,	26649397,26654989,26682354,26692369,26692622,26695697,26701110,26704609,
tspan18a	NM_001002734	chr7	+	26763007	26837158	26825017	26836587	9	26763007,26804099,26824984,26828008,26830267,26830427,26832350,26834828,26836539,	26763181,26804174,26825080,26828203,26830342,26830526,26832512,26834912,26837158,
nucb2a	NM_201493	chr7	-	27025234	27038425	27025451	27037827	13	27025234,27028764,27028916,27030488,27030693,27030885,27031031,27032960,27036454,27037128,27037345,27037686,27038320,	27025708,27028822,27029087,27030578,27030786,27030944,27031122,27033146,27036558,27037261,27037453,27037827,27038425,
rps13	NM_001002079	chr7	+	27041365	27044003	27041375	27043966	6	27041365,27042016,27042152,27043303,27043573,27043932,	27041398,27042065,27042231,27043473,27043674,27044003,
calca	NM_001002471	chr7	-	27680555	27686021	27682825	27685359	5	27680555,27682799,27684235,27685273,27685928,	27681114,27682985,27684370,27685365,27686021,
rras2	NM_001017815	chr7	+	27834129	27884724	27834368	27884019	6	27834129,27878158,27879527,27881764,27882782,27883931,	27834470,27878246,27879630,27881873,27882901,27884724,
copb1	NM_001002013	chr7	+	27802522	27820218	27803502	27819947	22	27802522,27803443,27805096,27805424,27806004,27806216,27807463,27807691,27807889,27809694,27809991,27810310,27811704,27813666,27813873,27814257,27816587,27816825,27817185,27817437,27817617,27819892,	27802569,27803593,27805326,27805594,27806119,27806309,27807601,27807811,27807997,27809841,27810137,27810407,27811865,27813787,27814101,27814437,27816732,27816945,27817331,27817527,27817778,27820218,
lmo1	NM_173219	chr7	-	28109361	28148312	28110092	28147746	4	28109361,28115445,28125334,28147724,	28110198,28115571,28125548,28148312,
lmo1	NM_001328502	chr7	-	28109361	28148312	28110092	28147746	5	28109361,28115445,28125334,28129904,28147724,	28110198,28115571,28125548,28129964,28148312,
rerglb	NM_001045116	chr7	-	28408125	28413166	28408125	28413166	5	28408125,28409203,28409801,28412154,28413114,	28408405,28409352,28409875,28412211,28413166,
stk33	NM_001045089	chr7	-	28374946	28403870	28375584	28402877	14	28374946,28376076,28378262,28378652,28378820,28379021,28379366,28383340,28387296,28387541,28387753,28388475,28402859,28403726,	28375803,28376175,28378505,28378738,28378933,28379097,28379454,28383426,28387435,28387646,28387867,28388592,28402918,28403870,
tmem9b	NM_199732	chr7	-	28559661	28565202	28560439	28565031	5	28559661,28562117,28564344,28564564,28564932,	28560595,28562252,28564453,28564656,28565202,
st5	NM_001002327	chr7	-	28465417	28549393	28465441	28521308	20	28465417,28466219,28467114,28470361,28470644,28473672,28485188,28487842,28488503,28493510,28495093,28498478,28499912,28500034,28502951,28504791,28512976,28515953,28521234,28549358,	28465476,28466306,28467357,28470473,28470686,28473850,28485337,28487983,28488581,28493580,28495203,28498663,28499957,28500131,28503167,28504931,28513101,28517204,28521330,28549393,
adgrg1	NM_001020481	chr7	-	28671150	28681705	28671150	28681705	13	28671150,28671511,28675444,28675630,28675993,28676311,28676507,28678551,28678771,28678980,28679752,28679892,28681635,	28671275,28671786,28675544,28675893,28676112,28676415,28676550,28678668,28678894,28679095,28679801,28680336,28681705,
slc7a6	NM_001020474	chr7	-	28626025	28641522	28626041	28641522	9	28626025,28628641,28630508,28630867,28632926,28636286,28636523,28638749,28641113,	28626109,28628825,28630658,28630964,28633030,28636410,28636668,28638875,28641522,
slc7a6os	NM_001007344	chr7	+	28612655	28623292	28612806	28622910	5	28612655,28615682,28617391,28618804,28622782,	28613001,28616006,28617598,28618937,28623292,
